NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_0-9999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_10000-19999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_20000-29999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_30000-39999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_40000-49999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_50000-59999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_60000-69999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_70000-79999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_80000-89999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_90000-99999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_100000-109999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_110000-119999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_120000-129999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_130000-139999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_140000-149999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_150000-159999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_160000-169999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_170000-179999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_180000-189999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_190000-199999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_200000-209999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_210000-219999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_220000-229999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_230000-239999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_240000-249999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_250000-259999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_260000-269999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_270000-279999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_280000-289999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_290000-299999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_300000-309999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_310000-319999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_320000-329999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_330000-339999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_340000-349999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_350000-359999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_360000-369999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_370000-379999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_380000-389999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_390000-399999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_400000-409999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_410000-419999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_420000-429999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_430000-439999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_440000-449999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_450000-459999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_460000-469999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_470000-479999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_480000-489999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_520000-529999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_550000-559999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_790000-799999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_780000-789999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_770000-779999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_760000-769999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_750000-759999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_740000-749999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_730000-739999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_720000-729999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_710000-719999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_700000-709999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_690000-699999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_680000-689999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_670000-679999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_660000-669999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_650000-659999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_640000-649999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_630000-639999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_620000-629999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_610000-619999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_600000-609999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_590000-599999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_580000-589999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_570000-579999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_560000-569999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_540000-549999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_530000-539999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_510000-519999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_500000-509999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_490000-499999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_800000-809999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_810000-819999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_820000-829999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_830000-839999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_840000-849999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_850000-859999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_860000-869999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_870000-879999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_880000-889999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_890000-899999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_900000-909999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_910000-919999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_920000-929999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_930000-939999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_940000-949999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_950000-959999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_960000-969999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_970000-979999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_980000-989999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_990000-999999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1000000-1009999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1010000-1019999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1020000-1029999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1030000-1039999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1040000-1049999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1050000-1059999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1060000-1069999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1070000-1079999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1080000-1089999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1090000-1099999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1100000-1109999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1110000-1119999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1120000-1129999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1130000-1139999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1140000-1149999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1150000-1159999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1160000-1169999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1170000-1179999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1180000-1189999	H2
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1190000-1199999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1200000-1209999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1210000-1219999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1220000-1229999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1230000-1239999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1240000-1249999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1250000-1259999	none
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1260000-1269999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1270000-1279999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1280000-1289999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1290000-1299999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1300000-1309999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1310000-1319999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1320000-1329999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1330000-1339999	H1
NA19239	2	chr1-119747586-121609789	cluster12_h2tg000023l:10084152-11581700_1340000-1349999	H1
