NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1980000-1989777	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1970000-1979999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1960000-1969999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1950000-1959999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1940000-1949999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1930000-1939999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1920000-1929999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1910000-1919999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1900000-1909999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1890000-1899999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1880000-1889999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1870000-1879999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1860000-1869999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1850000-1859999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1840000-1849999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1830000-1839999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1820000-1829999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1810000-1819999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1800000-1809999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1790000-1799999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1780000-1789999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1770000-1779999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1760000-1769999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1750000-1759999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1740000-1749999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1730000-1739999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1720000-1729999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1710000-1719999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1700000-1709999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1690000-1699999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1680000-1689999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1670000-1679999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1660000-1669999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1650000-1659999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1640000-1649999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1630000-1639999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1620000-1629999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1610000-1619999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1600000-1609999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1590000-1599999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1580000-1589999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1570000-1579999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1560000-1569999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1550000-1559999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1540000-1549999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1530000-1539999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1520000-1529999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1510000-1519999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1500000-1509999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1490000-1499999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1480000-1489999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1470000-1479999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1460000-1469999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1450000-1459999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1440000-1449999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1430000-1439999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1420000-1429999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1410000-1419999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1400000-1409999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1370000-1379999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1360000-1369999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1350000-1359999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1340000-1349999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_1330000-1339999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_640000-649999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_0-9999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_10000-19999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_20000-29999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_30000-39999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_40000-49999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_50000-59999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_60000-69999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_70000-79999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_80000-89999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_90000-99999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_100000-109999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_110000-119999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_120000-129999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_130000-139999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_140000-149999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_150000-159999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_160000-169999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_170000-179999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_180000-189999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_190000-199999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_200000-209999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_210000-219999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_220000-229999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_230000-239999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_240000-249999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_250000-259999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_260000-269999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_270000-279999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_280000-289999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_290000-299999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_300000-309999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_310000-319999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_320000-329999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_330000-339999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_340000-349999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_350000-359999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_360000-369999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_370000-379999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_380000-389999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_390000-399999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_400000-409999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_410000-419999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_420000-429999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_430000-439999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_450000-459999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_440000-449999	none
NA12329	1	chr1-119747586-121609789	h1tg000327l:1414292-3404070_460000-469999	none
