HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1530000-1539999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1520000-1529999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1510000-1519999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1500000-1509999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1490000-1499999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1480000-1489999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1470000-1479999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1460000-1469999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1450000-1459999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1440000-1449999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1430000-1439999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1420000-1429999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1410000-1419999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1400000-1409999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1390000-1399999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1380000-1389999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1370000-1379999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1360000-1369999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1350000-1359999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1340000-1349999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1330000-1339999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1320000-1329999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1310000-1319999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1300000-1309999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1290000-1299999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1280000-1289999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1270000-1279999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1260000-1269999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1250000-1259999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1240000-1249999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1230000-1239999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1220000-1229999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1210000-1219999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1200000-1209999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1190000-1199999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1180000-1189999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1170000-1179999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1160000-1169999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1150000-1159999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1140000-1149999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1130000-1139999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1120000-1129999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1110000-1119999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1100000-1109999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1090000-1099999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1080000-1089999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1070000-1079999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1060000-1069999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1050000-1059999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1040000-1049999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1030000-1039999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1020000-1029999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1010000-1019999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_1000000-1009999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_990000-999999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_980000-989999	none
HG02953	2	chr1-119747586-121609789	h2tg000099l:5797-1546467_970000-979999	none
